FirstName,LastName,Company,Country,Director since,Tenure,Age,Female
Martin L.,Edelman,Equity Commonwealth,US,2014,1,73,
Samuel,Zell,Equity Commonwealth,US,2014,1,73,
Gilbert S.,Omenn,"Esperion Therapeutics, Inc.",US,2014,1,73,
Irving M.,Einhorn,"Galena Biopharma, Inc.",US,2014,1,73,
Isidro,Fainé Casas,Gas Natural SDG S.A,Spain,2015,1,73,
Bruce,Lederman,Global Indemnity plc,US,2015,1,73,
Kailash Nath,Bhandari,Jaiprakash Associates Ltd.,India,2014,1,73,
Frank E.,Macher,Martinrea International Inc.,Canada,2014,1,73,
David M.,Williams,Mitel Networks Corporation,Canada,2014,1,73,
John,Howe,"OvaScience, Inc.",US,2015,1,73,
John,Sexton,"OvaScience, Inc.",US,2015,1,73,
Pierre,Mignault,"PriceSmart, Inc.",US,2015,1,73,
Raju,Kucherlapati,Puretech Health Plc,UK,2015,1,73,
Peter C.,Browning,"ScanSource, Inc.",US,2014,1,73,
Gabrielle K.,McDonald,Scientific Games Corporation,US,2014,1,73,Yes
William N.,Shiebler,SLM Corporation,US,2014,1,73,
Jack N.,Aydin,Synergy Resources Corporation,US,2014,1,73,
Frederick,Bernthal,Talen Energy Corp,US,2015,1,73,
Michael,Gould,Urban Edge Properties,US,2015,1,73,
Mariano,Hernandez Herreros,"Acs, Actividades de Construccion y Servicios S.A",Spain,2016,0,73,
Gary,Nalbandian,F.N.B. Corporation,US,2016,0,73,
Lewis W.,Coleman,Immune Design Corp.,US,2015,0,73,
Ben W.,Perks,"Omega Healthcare Investors, Inc.",US,2015,0,73,
Sir John,Parker,Pennon Group plc,UK,2015,0,73,
Nelson,Peltz,Sysco Corporation,US,2015,0,73,
John,Beck,Aecon Group Inc.,Canada,1963,53,74,
Robert,Sumas,"Village Super Market, Inc.",US,1969,46,74,
Gerald B.,Shreiber,J & J SNACK FOODS CORP.,US,1971,45,74,
George,Marcus,"Marcus & Millichap, Inc.",US,1971,45,74,
Charles,Ratner,"Forest City Realty Trust, Inc.",US,1972,44,74,
Alfred,Rankin,"NACCO Industries, Inc.",US,1972,44,74,
Warren R.,Phillips,CACI International Inc,US,1974,41,74,
Daniel,Greenberg,ELECTRO RENT CORPORATION,US,1976,39,74,
Hugh,Herman,Pick n Pay Stores Ltd,South Africa,1976,39,74,
Mustafa K.,Hamied,Cipla Limited,India,1977,38,74,
John,Sandner,CME Group Inc.,US,1978,38,74,
Anthony,Markel,Markel Corporation,US,1978,38,74,
Steven,Roth,Vornado Realty Trust,US,1979,37,74,
Jack L.,Cockwell,Brookfield Asset Management Inc.,Canada,1979,36,74,
Martha ,Billes,"Canadian Tire Corporation, Limited",Canada,1980,36,74,Yes
William (Bill) E.,Brown,Central Garden & Pet Company,US,1980,36,74,
Michele,Cinaglia,ENGINEERING - Ingegneria Informatica - S.p.a.,Italy,1980,36,74,
Peter W.,Sognefest,II-VI Incorporated,US,1979,36,74,
Rosalie,Wooten,"O'Reilly Automotive, Inc.",US,1980,36,74,Yes
James,Blanchard,"Total System Services, Inc.",US,1982,34,74,
James,Yancey,"Total System Services, Inc.",US,1982,34,74,
Samuel,Zell,Anixter International Inc.,US,1984,32,74,
Robert,Adams,Banner Corporation,US,1984,32,74,
E. Thayer,Bigelow ,CRANE CO.,US,1984,32,74,
Melvyn,Klein,Anixter International Inc.,US,1985,31,74,
Peter,Rhein,"HCP, Inc.",US,1985,31,74,
David J.,Butters,Weatherford International plc,US,1984,31,74,
Richard J.,Braemer,"Toll Brothers, Inc.",US,1986,30,74,
Leonard,Riggio,"Barnes & Noble, Inc.",US,1986,29,74,
Jacky,Abecassis,Boiron,France,1987,29,74,
Stuart,Subotnick,Carnival Corporation,US,1987,29,74,
Stuart,Subotnick,Carnival plc,UK,1987,29,74,
Robert,Connor,"Dillard's, Inc.",US,1987,29,74,
Thomas F.,Pyle Jr.,Johnson Outdoors Inc.,US,1987,29,74,
Patrick W.E.,Hodgson,M&T Bank Corporation,US,1987,29,74,
Gerald,Schwartz,Onex Corporation,Canada,1987,29,74,
John,Delaney,"S&T Bancorp, Inc.",US,1987,29,74,
David S.,Brown,DeVry Education Group Inc.,US,1987,28,74,
Richard W.,Edelman,"Merit Medical Systems, Inc.",US,1988,28,74,
Steven,Sharp,"Power Integrations, Inc.",US,1988,28,74,
Steven,Roth,"Alexander's, Inc.",US,1989,27,74,
Cecil,Martin,"Comstock Resources, Inc.",US,1989,27,74,
Walter,Dods,"Matson, Inc.",US,1989,27,74,
James G.,Shennan Jr.,Starbucks Corporation,US,1990,26,74,
Eugene L.,Butler,"Powell Industries, Inc.",US,1990,26,74,
Ronald,Allen,The Coca-Cola Company,US,1991,25,74,
Robert,Zolade,Elior Group,France,1991,25,74,
C. Angela,Bontempo,M&T Bank Corporation,US,1991,25,74,Yes
Vincent Ting Kau,Cheung,"Techtronic Industries Co., Ltd.",Hong Kong,1991,25,74,
Daniel,Hirschfeld,"The Buckle, Inc.",US,1991,25,74,
Carl B.,Marbach,"Toll Brothers, Inc.",US,1991,25,74,
Thomas,Cigarran,AmSurg Corp.,US,1992,24,74,
Nicolo,Melzi di Cusano,Banca Popolare Di Sondrio,Italy,1992,24,74,
Samuel,Zell,"Equity LifeStyle Properties, Inc.",US,1992,24,74,
David,Downey,First Busey Corporation,US,1992,24,74,
William,Rainville,Kadant Inc.,US,1992,24,74,
Michael S.,Brown,"Regeneron Pharmaceuticals, Inc.",US,1991,24,74,
Joseph L.,Goldstein,"Regeneron Pharmaceuticals, Inc.",US,1991,24,74,
Andrew S.,Hedden,Scholastic Corporation,US,1991,24,74,
Karl,Skyba,Vienna Insurance Group Ag,Austria,1992,24,74,
Mahendra Chimanlal,Choksi,Asian Paints Ltd.,India,1992,23,74,
F. Gardner,Parker,Camden Property Trust,US,1993,23,74,
Raymond,Soong,Diodes Incorporated,US,1993,23,74,
James,Norling,"Harley-Davidson, Inc.",US,1993,23,74,
Ann,Korologos,"Host Hotels & Resorts, Inc.",US,1993,23,74,Yes
Elaine,Abell,IBERIABANK Corporation,US,1993,23,74,Yes
Burton,Staniar,"Knoll, Inc.",US,1993,23,74,
Norman C.,Epstein,Monster Beverage Corporation,US,1992,23,74,
Dwight,Schar,"NVR, Inc.",US,1993,23,74,
William,Gatti,"S&T Bancorp, Inc.",US,1993,23,74,
Paul E.,Shapiro,"Toll Brothers, Inc.",US,1993,23,74,
Sandra R.,Shroff,UPL Limited,India,1992,23,74,Yes
C. Michael,Jacobi,Webster Financial Corporation,US,1993,23,74,
Betsy,Cohen,Aetna Inc.,US,1994,22,74,Yes
Daniel,Frierson,"Astec Industries, Inc.",US,1994,22,74,
Donald L.,House,"Black Diamond, Inc.",US,1993,22,74,
Theodore,Hoepner,"Brown & Brown, Inc.",US,1994,22,74,
Marc,Ladreit de Lacharriere,Casino Guichard Perrachon,France,1994,22,74,
Murrey R.,Albers,Columbia Sportswear Company,US,1993,22,74,
Stephen,Bershad,"EMCOR Group, Inc.",US,1994,22,74,
George,Marcus,"Essex Property Trust, Inc.",US,1994,22,74,
Constance,Horner,Ingersoll-Rand plc,US,1994,22,74,Yes
Robert T.,Brady,M&T Bank Corporation,US,1994,22,74,
Friedrich,Bohm,"M/I Homes, Inc.",US,1994,22,74,
John H.,Baker III,"Sanderson Farms, Inc.",US,1994,22,74,
W. Charles,Helton,Ultra Petroleum Corp.,US,1994,22,74,
William,Sansom,"Astec Industries, Inc.",US,1995,21,74,
Thomas C.,Meredith,Atmos Energy Corporation,US,1995,21,74,
George S.,Taylor,Brookfield Asset Management Inc.,Canada,1994,21,74,
Leon,Hendrix,Cambrex Corporation,US,1995,21,74,
John C.,Malone,Liberty Interactive Corp QVC Group,US,1994,21,74,
John,Swain,Mr Price Group Limited,South Africa,1994,21,74,
Jeremy,Jones,"On Assignment, Inc.",US,1995,21,74,
John,Fort,"Roper Technologies, Inc.",US,1995,21,74,
Neil R.,Bonke,Sanmina Corporation,US,1995,21,74,
Robert,Attea,"Sovran Self Storage, Inc.",US,1995,21,74,
William,Powers,TrustCo Bank Corp NY,US,1995,21,74,
Richard,Kogan,Colgate-Palmolive Company,US,1996,20,74,
James,Gerlach,American Equity Investment Life Holding Company,US,1996,20,74,
A. J.,Strickland,American Equity Investment Life Holding Company,US,1996,20,74,
John,Carusone,Arrow Financial Corporation,US,1996,20,74,
Warren H.,Haber,"CoStar Group, Inc.",US,1995,20,74,
Robert,Nolan,Deltic Timber Corporation,US,1996,20,74,
Sheli,Rosenberg,"Equity LifeStyle Properties, Inc.",US,1996,20,74,Yes
Mohammad,Abu-Ghazaleh,Fresh Del Monte Produce Inc.,US,1996,20,74,
Hugh,Herman,Growthpoint Properties Ltd,South Africa,1995,20,74,
John Nils,Hanson,Joy Global Inc.,US,1996,20,74,
Paul,Kavanagh,"Lionbridge Technologies, Inc.",US,1996,20,74,
David,Boren,Torchmark Corporation,US,1996,20,74,
Ronald,Olson,Berkshire Hathaway Inc.,US,1997,19,74,
John,Hanson,"Arrow Electronics, Inc.",US,1997,19,74,
Corrado,Federico,"bebe stores, inc.",US,1996,19,74,
Martin,Turchin,"Boston Properties, Inc.",US,1997,19,74,
Lewis,Levey,Camden Property Trust,US,1997,19,74,
Michael,Kadoorie,CLP Holdings Ltd.,Hong Kong,1997,19,74,
Frank L.,Meyer,Computer Modelling Group Ltd.,Canada,1996,19,74,
Sigmund,Anderman,"Ellie Mae, Inc.",US,1997,19,74,
Mitchell ,Johnson,Federal Agricultural Mortgage Corporation,US,1997,19,74,
Alan J.,Glazer,"Isle of Capri Casinos, Inc.",US,1996,19,74,
H. Kevin,McCann,Macquarie Group Limited,Australia,1996,19,74,
George ,Krauss,"MFA Financial, Inc.",US,1997,19,74,
Linda,Fayne Levinson,NCR Corporation,US,1997,19,74,Yes
William,Bieber,TCF Financial Corporation,US,1997,19,74,
Thomas,Hodgson,"The Travelers Companies, Inc.",US,1997,19,74,
Michael,Klein,TUTOR PERINI CORPORATION,US,1997,19,74,
Adrian,Bellamy,"Williams-Sonoma, Inc.",US,1997,19,74,
Fritz,Zumtobel,Zumtobel Group AG,Austria,1996,19,74,
Ronald,McIntosh,Advantage Oil & Gas Ltd.,Canada,1998,18,74,
Michel,Bouissou,Boiron,France,1998,18,74,
Gerald,Schwartz,Celestica Inc.,Canada,1998,18,74,
David,Hambrick,City Holding Company,US,1998,18,74,
Walter F.,Siebecker,FactSet Research Systems Inc.,US,1997,18,74,
Terry,Stinson,Lennox International Inc.,US,1998,18,74,
Bruce A.,Beda,Stifel Financial Corp.,US,1997,18,74,
Tom L.,Rankin,"TECO Energy, Inc.",US,1997,18,74,
Adrian,Bellamy,Reckitt Benckiser Group plc,UK,1999,17,74,
Wyck A.,Knox Jr.,AGL Resources Inc.,US,1998,17,74,
Erland,Kailbourne,Albany International Corp.,US,1999,17,74,
Michael,Emmi,CDI Corp.,US,1999,17,74,
Samuel,Zell,Covanta Holding Corporation,US,1999,17,74,
John,Dalton,Fresh Del Monte Produce Inc.,US,1999,17,74,
Mong-koo,Chung,Hyundai Motor Co.,South Korea,1999,17,74,
Robert,Ballin,Pacific Continental Corporation,US,1999,17,74,
Winfried,Bischoff,S&P Global Inc.,US,1999,17,74,
John,Goolsby,Tejon Ranch Co.,US,1999,17,74,
Robert,Mehrabian,Teledyne Technologies Incorporated,US,1999,17,74,
Alan,Wix,"The Hackett Group, Inc.",US,1999,17,74,
Juan,Montero,TowneBank,US,1999,17,74,
Paulo Guilherme Aguiar,Cunha,Ultrapar Participacoes S.A.,Brazil,1998,17,74,
Fred,Weiss,Allergan plc,US,2000,16,74,
Robert,Nolan,"BancorpSouth, Inc.",US,2000,16,74,
Steven V.,Wilkinson,Cabot Microelectronics Corporation,US,2000,16,74,
Roberto,Rezzonico,Cairo Communication S.p.A.,Italy,2000,16,74,
F. Gardner,Parker,"Carrizo Oil & Gas, Inc.",US,2000,16,74,
C. Michael,Jacobi,Corrections Corporation of America,US,2000,16,74,
Ugo,Medici,Credito Emiliano S.p.A. (Credem),Italy,2000,16,74,
Martyn ,Greenacre,"Curis, Inc.",US,2000,16,74,
J. Thurston,Roach,Deltic Timber Corporation,US,2000,16,74,
Charles,Haggerty,Deluxe Corporation,US,2000,16,74,
John,Stich,Diodes Incorporated,US,2000,16,74,
John,Rolls,"FuelCell Energy, Inc.",US,2000,16,74,
Barry,Diller,Graham Holdings Company,US,2000,16,74,
Steve,Barnett,"inContact, Inc.",US,2000,16,74,
Colin,Watson,Louisiana-Pacific Corporation,US,2000,16,74,
Alton F.,Irby III,McKesson Corporation,US,1999,16,74,
Wade F.,Meyercord,Microchip Technology Incorporated,US,1999,16,74,
James L.,Martineau,"Pinnacle Entertainment, Inc.",US,1999,16,74,
Harrison,Stafford,"Prosperity Bancshares, Inc.",US,2000,16,74,
Albert,Gamper,Public Service Enterprise Group Incorporated,US,2000,16,74,
Carl,Baasel,Rofin-Sinar Technologies Inc.,US,2000,16,74,
Gary,Kott,Tesco Corporation,US,2000,16,74,
Winston  Yau-lai,Lo,"The Bank Of East Asia, Limited",Hong Kong,2000,16,74,
Janice D.,Stoney,"The Williams Companies, Inc.",US,1999,16,74,Yes
Jan H.,Suwinski,"Thor Industries, Inc.",US,1999,16,74,
Geoffrey ,Chase,TransGlobe Energy Corporation,Canada,2000,16,74,
John,Morgan,Winmark Corporation,US,2000,16,74,
Peter C.,Browning,"Acuity Brands, Inc.",US,2001,15,74,
James,Daley,Adobe Systems Incorporated,US,2001,15,74,
Joseph,Newhouse,Aetna Inc.,US,2001,15,74,
Jacques,Gonella,"Antares Pharma, Inc.",US,2001,15,74,
Daniel J.,Altobello,Arlington Asset Investment Corp.,US,2000,15,74,
Giacomo,Marazzi,Beni Stabili S.p.A. SIIQ,Italy,2001,15,74,
Bradford,Freeman,"CBRE Group, Inc.",US,2001,15,74,
William,Etherington,Celestica Inc.,Canada,2001,15,74,
Lorie,Waisberg,Chemtrade Logistics Income Fund,Canada,2001,15,74,
David,Beatty,Colliers International Group Inc.,Canada,2001,15,74,
Bernard,Rethore,Dover Corporation,US,2001,15,74,
George,Petty,Enbridge Inc.,Canada,2001,15,74,
Peter,Ward,Esure Group plc,UK,2001,15,74,
Hans,Eggerstedt,Jeronimo Martins SGPS S.A,Portugal,2001,15,74,
William F.,Welsh II,Lindsay Corporation,US,2001,15,74,
Edward,Lynch,"Meridian Bancorp, Inc.",US,2001,15,74,
Anthony J.,Carbone,"Rockwell Collins, Inc.",US,2001,15,74,
Michael,Rose,"Ryman Hospitality Properties, Inc.",US,2001,15,74,
William ,Rutledge,Sempra Energy,US,2001,15,74,
Alexander Reid,Hamilton,Shangri-la Asia Ltd.,Hong Kong,2001,15,74,
John,Tamberlane,Signature Bank,US,2001,15,74,
John,Alden,Silgan Holdings Inc.,US,2001,15,74,
Earl A.,Goode,SLM Corporation,US,2000,15,74,
Tom,Smith,"Speedway Motorsports, Inc.",US,2001,15,74,
Paul,Miller,Teledyne Technologies Incorporated,US,2001,15,74,
Charles David,Powell,Textron Inc.,US,2001,15,74,
Dale,Comey,XL Group plc,US,2001,15,74,
Guillermo,De la Dehesa Romero,Banco Santander S.A.,Spain,2002,14,74,
Barry,Diller,The Coca-Cola Company,US,2002,14,74,
Maurice ,Keane,AXIS Capital Holdings Limited,US,2002,14,74,
Jonathan M.,Schofield,"B/E Aerospace, Inc.",US,2001,14,74,
Ronald,Norick,BancFirst Corporation,US,2002,14,74,
Gordon,Budke,Banner Corporation,US,2002,14,74,
David,Pulver,"Carter's, Inc.",US,2002,14,74,
Robert E.,Weissman,Cognizant Technology Solutions Corporation,US,2001,14,74,
Donald,Smith,"CSG Systems International, Inc.",US,2002,14,74,
Armand P.,Neukermans,DURECT Corporation,US,2001,14,74,
Carl,Dorf,Federated National Holding Company,US,2001,14,74,
John,Benjamin,"Financial Institutions, Inc.",US,2002,14,74,
Nicholas,DiPaolo,"Foot Locker, Inc.",US,2002,14,74,
Dennis,McGillicuddy,Franklin Street Properties Corp.,US,2002,14,74,
Stephen M.,Brett,"General Communication, Inc.",US,2001,14,74,
William I.,Jacobs,Global Payments Inc.,US,2001,14,74,
James,Mitchell,Great Plains Energy Incorporated,US,2002,14,74,
George,Miles,"Harley-Davidson, Inc.",US,2002,14,74,
Anthony ,Taylor,Hecla Mining Company,US,2002,14,74,
Robert,Mitchell,Home Capital Group Inc.,Canada,2002,14,74,
Ross N.,Longfield,"Liberty Tax, Inc.",US,2001,14,74,
Barry,Campbell,ManTech International Corporation ,US,2002,14,74,
Duane,Dunham,MINERALS TECHNOLOGIES INC.,US,2002,14,74,
Marc,Ladreit de Lacharriere,Renault,France,2002,14,74,
Kenneth,Manning,Sealed Air Corporation,US,2002,14,74,
Ronald,Skates,State Street Corporation,US,2002,14,74,
James E.,Mitchell,"UMH Properties, Inc.",US,2001,14,74,
Roger,Moore,"VeriSign, Inc.",US,2002,14,74,
Martin,Jischke,Wabash National Corporation,US,2002,14,74,
Stephen A.,Wynn,"Wynn Resorts, Limited",US,2002,14,74,
Hans C.,Noetzli,Aceto Corporation,US,2002,13,74,
Gilberto,Benetton,Atlantia SPA,Italy,2003,13,74,
George,Lorch,"Autoliv, Inc.",US,2003,13,74,
Roberto,Fusilli,Banca Popolare di Milano Scarl,Italy,2003,13,74,
Bonnie,Hill,California Water Service Group,US,2003,13,74,Yes
Donald,Weir,"CBIZ, Inc.",US,2003,13,74,
John,Clerico,"Community Health Systems, Inc.",US,2003,13,74,
Philip,Laskawy,Loews Corporation,US,2003,13,74,
Daniel,Frierson,Louisiana-Pacific Corporation,US,2003,13,74,
Wellington E.,Webb,"MAXIMUS, Inc.",US,2003,13,74,
George,Martinez,"NCI Building Systems, Inc.",US,2003,13,74,
Brian J.,Jackman,Open Text Corporation,Canada,2002,13,74,
John,Rickman,Pacific Continental Corporation,US,2003,13,74,
Fred,Foulkes,Panera Bread Company,US,2003,13,74,
Thomas,Ryan,Repligen Corporation,US,2003,13,74,
Alan,Vituli,"Ruth's Hospitality Group, Inc.",US,2003,13,74,
Eckhard,Rohkamm,Talanx AG,Germany,2003,13,74,
Jerald,Pullins,"U.S. Physical Therapy, Inc.",US,2003,13,74,
Nicholas,Moore,"Gilead Sciences, Inc.",US,2004,12,74,
Leon,Schurgin,AGREE REALTY CORPORATION,US,2004,12,74,
Richard,Koo,"Amphastar Pharmaceuticals, Inc.",US,2003,12,74,
Fred,Allardyce,ArcBest Corporation,US,2004,12,74,
Peter A.,Gallagher,Arlington Asset Investment Corp.,US,2003,12,74,
Michele,Palladino,BioMerieux SA,France,2004,12,74,
Michael,Joyce,Brandywine Realty Trust,US,2004,12,74,
W. Robert,Grafton,"CarMax, Inc.",US,2003,12,74,
John,Roberts,Centene Corporation,US,2004,12,74,
Eva Lee,Kwok,Cheung Kong Infrastructure Holdings Ltd,Hong Kong,2004,12,74,Yes
Sow-mei Sng @,Sow Mei Poon,Cheung Kong Infrastructure Holdings Ltd,Hong Kong,2004,12,74,Yes
Peter,Rhein,"Cohen & Steers, Inc.",US,2004,12,74,
Richard,Snell,"Commercial Vehicle Group, Inc.",US,2004,12,74,
Simon,Murray,Compagnie Financiere Richemont SA,Switzerland,2003,12,74,
William,Davis,CONSOL Energy Inc.,US,2004,12,74,
Alan S.,Bernikow,"Destination XL Group, Inc.",US,2003,12,74,
Richard,Wampler,DONEGAL GROUP INC.,US,2004,12,74,
John,Cardis,Edwards Lifesciences Corporation,US,2004,12,74,
Norman,Barham,Endurance Specialty Holdings Ltd.,US,2004,12,74,
T. William,Porter,"Helix Energy Solutions Group, Inc.",US,2004,12,74,
Linda,Fayne Levinson,Ingram Micro Inc.,US,2004,12,74,Yes
Austin P.,Young III,"Insperity, Inc.",US,2003,12,74,
Henry,Howell,International Flavors & Fragrances Inc.,US,2004,12,74,
Edward,Lawrence,Invesco Ltd.,US,2004,12,74,
S. James,Nelson,ION Geophysical Corporation,US,2004,12,74,
Richard,Finn,Kansas City Life Insurance Company,US,2004,12,74,
David,Mack,Mack-Cali Realty Corporation,US,2004,12,74,
Robert,Holmes,"Medical Properties Trust, Inc.",US,2004,12,74,
Rudolph,Borneo,"Motorcar Parts of America, Inc.",US,2004,12,74,
Antonio Luiz da Cunha,Seabra,Natura Cosmeticos S.A.,Brazil,2004,12,74,
Ronald,McIntosh,North American Energy Partners Inc.,Canada,2004,12,74,
E. Linn,Draper,NorthWestern Corporation,US,2004,12,74,
S. James,Nelson,"Oil States International, Inc.",US,2004,12,74,
Charles,Titterton,Old Republic International Corporation,US,2004,12,74,
Ronald,Fogleman,"Orbital ATK, Inc.",US,2004,12,74,
Alan S.,Bernikow,"Revlon, Inc.",US,2003,12,74,
P. Dexter,Peacock,Rowan Companies plc,US,2004,12,74,
Irwin S.,Cohen,SUPERVALU INC.,US,2003,12,74,
Robert N.,Wilson,Synta Pharmaceuticals Corp.,US,2003,12,74,
James,Unruh,Tenet Healthcare Corporation,US,2004,12,74,
Robert,Murray,Tupperware Brands Corporation,US,2004,12,74,
Richard,Urban,"Universal Logistics Holdings, Inc.",US,2004,12,74,
Robert ,Mueller,Urstadt Biddle Properties Inc.,US,2004,12,74,
Robert,Blakely,Westlake Chemical Corporation,US,2004,12,74,
George,Miles,"AMERICAN INTERNATIONAL GROUP, INC.",US,2005,11,74,
Howard,Stockford,Agnico Eagle Mines Limited,Canada,2005,11,74,
E. Linn,Draper,Alliance Data Systems Corporation,US,2005,11,74,
Neal,Dempsey,Apigee Corporation,US,2005,11,74,
John,Alden,ArcBest Corporation,US,2005,11,74,
Irving R.,Gerstein,Atlantic Power Corporation,US,2004,11,74,
D. Jeffrey,Templeton,"Berkshire Hills Bancorp, Inc.",US,2005,11,74,
John,Hogan,C&C Group plc,Ireland,2004,11,74,
Tommy,Thompson,"C. R. Bard, Inc.",US,2005,11,74,
John P.,Calamos Sr.,"Calamos Asset Management, Inc.",US,2004,11,74,
Tommy,Thompson,Centene Corporation,US,2005,11,74,
Richard,Gabrys,CMS Energy Corporation,US,2005,11,74,
David,Meiklejohn,Coca-Cola Amatil Ltd.,Australia,2005,11,74,
Roger,Moore,"Consolidated Communications Holdings, Inc.",US,2005,11,74,
Charles,Heath,"CorEnergy Infrastructure Trust, Inc.",US,2005,11,74,
Robert,Garrison,Crown Castle International Corp.,US,2005,11,74,
Robert,Jacoby,CVB Financial Corp.,US,2005,11,74,
Silvio,Sartori,DE LONGHI S.p.A.,Italy,2005,11,74,
Lawrence,Fairholm,DIRTT Environmental Solutions Ltd.,Canada,2005,11,74,
Horst,Lennertz,Drillisch AG,Germany,2005,11,74,
Erland,Kailbourne,"Financial Institutions, Inc.",US,2005,11,74,
Alan,Merten,First Potomac Realty Trust,US,2005,11,74,
William,Crouch,"FLIR Systems, Inc.",US,2005,11,74,
William F.,Blaufuss Jr.,Genesco Inc.,US,2004,11,74,
Albert,Yates,Guaranty Bancorp,US,2005,11,74,
Walter,Dods,"Hawaiian Telcom Holdco, Inc.",US,2005,11,74,
Paul,Brons,"Henry Schein, Inc.",US,2005,11,74,
Pritam,Singh,Hero MotoCorp Ltd.,India,2004,11,74,
John,Blaeser,"Imprivata, Inc.",US,2005,11,74,
Celso,Lafer,Klabin S.A.,Brazil,2005,11,74,
Thomas,Postek,"Lawson Products, Inc.",US,2005,11,74,
Henry,Nordhoff,MannKind Corporation,US,2005,11,74,
Joseph A.,Watters,"MarineMax, Inc.",US,2005,11,74,
David M.,Lawrence,McKesson Corporation,US,2004,11,74,
Franklin J.,Miller,"Merit Medical Systems, Inc.",US,2005,11,74,
Christopher J.,Cann,OneREIT,Canada,2004,11,74,
Michel,Pebereau,Pargesa Holding SA,Switzerland,2005,11,74,
Brian D.,McAuley,"pdvWireless, Inc.",US,2004,11,74,
Hubert,Valencik,"Penns Woods Bancorp, Inc.",US,2005,11,74,
Michael,Herman,"Senomyx, Inc.",US,2005,11,74,
Robert,Baconnier,Sodexo,France,2005,11,74,
Irving R.,Gerstein,Student Transportation Inc.,Canada,2004,11,74,
James,Whalen,Targa Resources Corp.,US,2005,11,74,
Dain,Hancock,Textron Inc.,US,2005,11,74,
John,Couri,"The Chefs' Warehouse, Inc.",US,2005,11,74,
Robert,Lamb,The Middleby Corporation,US,2005,11,74,
Barre,Seibert,"TOOTSIE ROLL INDUSTRIES, INC.",US,2005,11,74,
Michael,Lynne,Vornado Realty Trust,US,2005,11,74,
Thomas,Dalum,"Waterstone Financial, Inc.",US,2005,11,74,
A. Michael,Frinquelli,"White Mountains Insurance Group, Ltd.",US,2005,11,74,
Michael H.,Steinhardt,"WisdomTree Investments, Inc.",US,2004,11,74,
Charles,Krulak,Union Pacific Corporation,US,2006,10,74,
Richard,Myers,United Technologies Corporation,US,2006,10,74,
Gian Prakash,Gupta,Aditya Birla Nuvo Ltd.,India,2005,10,74,
David,Richardson,Air Canada,Canada,2006,10,74,
Ronald,Allen,Aircastle Limited,US,2006,10,74,
Una,Ryan,"Albany Molecular Research, Inc.",US,2006,10,74,Yes
Daniel R.,Mullen,AMERCO,US,2005,10,74,
Richard W.,Gilbert,"Calamos Asset Management, Inc.",US,2005,10,74,
G. Ross,MacCormack,Chorus Aviation Inc.,Canada,2006,10,74,
David,Gordon,"DHI Group, Inc.",US,2006,10,74,
John C.,Malone,"Expedia, Inc.",US,2005,10,74,
James S.,Beard,Genesco Inc.,US,2005,10,74,
Richard,Krasno,Ladenburg Thalmann Financial Services Inc.,US,2006,10,74,
John C.,Malone,Liberty Global plc,US,2005,10,74,
Anthony,Mandekic,MGM Resorts International,US,2006,10,74,
William,Sansom,"Mid-America Apartment Communities, Inc.",US,2006,10,74,
Bernard G.,Rethore,"Mueller Water Products, Inc.",US,2006,10,74,
David,Anderson,"Newpark Resources, Inc.",US,2006,10,74,
Richard,Myers,Northrop Grumman Corporation,US,2006,10,74,
Christopher S.,Henney,Oncothyreon Inc.,US,2005,10,74,
Martin,Faga,"Orbital ATK, Inc.",US,2006,10,74,
Giulio,Del Ninno,Prysmian S.p.A.,Italy,2005,10,74,
Norborne,Cole,Randgold Resources Ltd,UK,2006,10,74,
John P.,Wareham,ResMed Inc.,US,2005,10,74,
Charles A.,Ratner,RPM International Inc.,US,2005,10,74,
